Card Identifiers,,,,,Pre-requisites (Global Parameters),,,,,,,,.,Pre-requisites (Non-Global Parameters),,,,,,,,,,,,,Tags,,,,,,,,,,,,.,Production,,,,,,,Resource,,,,,,,,Terraforming Effect,,,,,,,Interactions,,,,,,Text,,,
Card Name,Card #,Cost,Card Type,Deck,Req: Temperature,Req: Oxygen,Req: Ocean,Req: Venus,Req: Max Temperature,Req: Max Oxygen,Req: Max Ocean,Req: Max Venus,Pre-requisites (Global),Req: Science,Req: Building,Req: Space,Req: Microbe,Req: Plant,Req: Animal,Req: City,Req: Earth,Req: Jovian,Req: Energy,Req: Venus,Req: Other,Pre-requisites (Non-Global),Tag: Science,Tag: Building,Tag: Space,Tag: Microbe,Tag: Plant,Tag: Animal,Tag: City,Tag: Earth,Tag: Jovian,Tag: Energy,Tag: Venus,Tag: Event,Tags,Prod: Megacredit,Prod: Steel,Prod: Titanium,Prod: Plant,Prod: Energy,Prod: Heat,Production,Inv: Megacredit,Inv: Steel,Inv: Titanium,Inv: Plant,Inv: Energy,Inv: Heat,Other (Resources on Cards),Resource,Temperature,Oxygen,Ocean,Venus,TR,VP,Terraforming Effect,Tile/Colony Placement,# Actions and/or Effect,Depends on opponents,Affects opponents,Holds Resources,Interactions,Action or On-going Effect text,One time Effect Text,Text,
Search For Life,5,3,Active,Basic,-30,0,0,0,8,6,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,Ref,0,0,0,0,0,Ref,,0,0,0,0,0,0,,No,1,No,No,Science,,"Action: Spend 1 MC to reveal and discard the top card of the draw deck. If that card has a microbe tag, add a science resource here.",Oxygen must be 6% or less. 3 VPs if you have one or more science resource here.,,
Security Fleet,28,12,Active,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,Ref,0,0,0,Ref,,0,0,0,0,0,Ref,,No,1,No,No,Fighters,,Action: Spend 1 titanium to add 1 fighter resource to this card.,1 VP for each fighter resource on this card.,,
Self-Replicating Robots,210,7,Active,Promo,-30,0,0,0,8,14,9,30,,2,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,2 + Eff,No,No,No,,"Action: Reveal and place a SPACE OR BUILDING card here from hand, and place 2 resources on it, OR double the resources on a card here.
Effect: Cards here may be played as if from hand with its cost reduced by the number of resources on it.",Requires 2 science tags.,,
Self-Sufficient Settlement,P29,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,1,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,Place a city tile. Increase your MC production 2 steps.,,
SF Memorial,P41,7,Automated,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,No,No,No,,,Draw 1 card.,,
Shuttles,166,10,Active,Basic,-30,5,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,2,0,0,0,-1,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,Eff,No,No,No,,"Effect: When you play a space card, you pay 2MC less for it.",Requires 5% oxygen. Decrease your energy production 1 step and increase your MC production 2 steps.,,
Sister Planet Support,244,7,Automated,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,1,0,0,1,No,,0,0,0,0,0,0,0,1,0,0,1,0,,3,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Requires Venus and Earth tag. Increase your MC production 3 steps.,,
Sky Docks,C36,18,Active,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,2,0,0,0,No,,0,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,2,,No,Eff,No,No,No,,"Effect: When you play a card, you pay 1 MC less for it.",Requires 2 Earth tags. Gain 1 Trade Fleet.,,
Small Animals,54,6,Active,Basic,-30,6,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,Ref,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,Ref,,No,1,No,Ref,Animals,,Action: Add 1 animal to this card.,Requires 6% oxygen. Decrease any plant production 1 step. 1 VP per 2 animals on this card.,,
Small Asteroid,209,10,Event,Promo,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,Ref,0,0,No,,1,0,0,0,0,0,,No,0,No,Ref,No,,,Terraforming Mars Promo. Increase temperature 1 step. Remove up to 2 plants from any player.,,
Smelting Plant,P30,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,5,0,0,0,0,No,,0,2,0,0,0,0,,No,0,No,No,No,,,Raise oxygen 2 steps. Gain 5 steel.,,
Snow Algae,211,12,Active,Promo,-30,0,2,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,1,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Requires 2 oceans. Increase your plant production and your heat production 1 step each.,,
Society Support,P31,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0,1,1,1,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,"Decrease your MC production  1 step. Increase your plant production, energy production, and heat production 1 step each.",,
Soil Factory,179,9,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,-1,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,No,No,No,,,Decrease your energy production 1 step and increase your plant production 1 step.,,
Solar Power,113,11,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,No,No,No,,,Increase your energy production 1 step.,,
Solar Probe,C37,9,Event,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,1,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,No,No,No,,,"Draw 1 card for every 3 science tags you have, including this.",,
Solar Reflectors,C38,23,Automated,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your heat production 5 steps.,,
Solar Wind Power,77,11,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,1,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,,0,0,2,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your energy production 1 step and gain 2 titanium.,,
Solarnet,245,7,Automated,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,1,1,0,1,No,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,No,No,No,,,"Requires Venus, Earth, and Jovian tags. Draw 2 cards.",,
Soletta,203,35,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your heat production 7 steps.,,
Space Elevator,13,27,Active,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,,Ref,Ref,0,0,0,0,No,,0,0,0,0,0,2,,No,1,No,No,No,,Action: Spend 1 steel to gain 5 MC,Increase your titanium production 1 step.,,
Space Hotels,P42,12,Automated,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,2,0,0,0,No,,0,0,1,0,0,0,0,1,0,0,0,0,,4,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Requires 2 Earth tags. Increase your MC production 4 steps.,,
Space Mirrors,76,3,Active,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,0,0,Ref,0,,Ref,0,0,0,0,0,No,,0,0,0,0,0,0,,No,1,No,No,No,,Action: Spend 7MC to increase your energy production 1 step.,,,
Space Port,C39,22,Automated,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,Ref,,0,1,0,0,0,0,1,0,0,0,0,0,,4,0,0,0,-1,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,"Requires 1 colony. Gain 1 Trade Fleet. Place a city tile. Decrease your energy production 1 step, and increase your MC production 4 steps.",,
Space Port Colony,C40,27,Automated,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,Ref,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,Ref,,Ref,0,No,No,No,,,Requires a colony. Place a colony. MAY BE PLACED ON A COLONY TILE WHERE YOU ALREADY HAVE A COLONY. Gain 1 Trade Fleet. 1 VP per 2 colonies in play.,,
Space Station,25,10,Active,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,Eff,No,No,No,,"Effect: When you play a space card, you pay 2 MC less for it.",,,
Special Design,206,4,Event,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,"The next card you play this generation is +2 or -2 in global requirements, your choice.",,
Spin-Inducing Asteroid,246,16,Event,Venus,-30,0,0,0,8,14,9,10,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,2,0,0,,No,0,No,No,No,,,Venus must be 10% or lower. Raise Venus 2 steps.,,
Spin-Off Department,C41,10,Active,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: WHEN PLAYING A CARD WITH A BASIC COST OF 20 MC OR MORE, draw a card",Increase your MC production 2 steps.,,
Sponsored Academies,247,9,Automated,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,No,Ref,No,,,Discard 1 card from hand and THEN draw 3 cards. All OPPONENTS draw 1 card.,,
Sponsors,68,6,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,1,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your MC production 2  steps.,,
Standard Technology,156,6,Active,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: After you pay for a standard project, except selling patents, you gain 3 MC.",,,
Steelworks,103,15,Active,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,Ref,0,0,Ref,0,No,,0,Ref,0,0,0,,,No,1,No,No,No,,Action: Spend 4 energy to gain 2 steel and increase oxygen 1 step.,,,
Stormcraft Incorporated,,,Corporation,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,,48,0,0,0,0,0,Ref,,0,0,0,0,0,0,,No,1 + Eff,No,No,Floaters,,Action: Add 1 floater to ANY card. Effect: Floaters on this card may be used as 2 heat each,You start with 48 MC.,,
Stratopolis,248,22,Active,Venus,-30,0,0,0,8,14,9,30,,2,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,Ref,,Ref,1,No,No,Floaters,,Action: Add 2 floaters to ANY VENUS CARD.,Requires 2 science tags. Increase your MC production 2 steps. Place a city tile on THE RESERVED AREA. 1 VP per 3 floaters on this card.,,
Stratospheric Birds,249,12,Active,Venus,-30,0,0,12,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,Ref,,No,1,No,No,Animals,,Action: Add 1 animal to this card.,"Requires Venus 12%, and that you spend 1 floater from any card. 1 VP for each animal on this card.",,
Strip Mine,138,25,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,2,1,0,-2,0,,0,0,0,0,0,0,No,,0,2,0,0,0,0,,No,0,No,No,No,,,Decrease your energy production 2 steps. Increase your steel production 2 steps and your titanium production 1 step. Raise oxygen 2 steps.,,
Sub-Zero Salt Fish,C42,5,Active,Colonies,-6,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,Ref,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,Ref,,No,1,No,Ref,Animals,,Action: Add 1 animal to this card.,Requires -6°C or warmer. Decrease any plant production 1 step. 1 VP per 2 animals on this card.,,
Subterranean Reservoir,127,11,Event,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,1,0,0,,,Ref,0,No,No,No,,,Place 1 ocean tile.,,
Sulphur Exports,250,21,Automated,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,1,0,,Ref,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,1,0,0,,No,0,No,No,No,,,"Increase Venus 1 step. Increase your MC production 1 step for each Venus tag you have, including this.",,
Sulphur-Eating Bacteria,251,6,Active,Venus,-30,0,0,6,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,1,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,Ref,0,0,0,0,0,Ref,,0,0,0,0,0,0,,No,2,No,No,Microbes,,"Action: Add 1 microbe to this card, or spend any number of microbes here to gain the triple amount of MC.",Requires Venus 6%.,,
Supplier,P32,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,2,0,,0,4,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your energy production 2 steps. Gain 4 steel.,,
Supply Drop,P33,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,8,3,3,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,"Gain 3 titanium, 8 steeel, and 3 plants.",,
Symbiotic Fungus,133,4,Active,Basic,-14,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,0,,No,1,No,No,No,,Action: Add a microbe to ANOTHER card.,Requires -14°C or warmer.,,
Tardigrades,49,4,Active,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,Ref,,No,1,No,No,Microbes,,Action: Add 1 microbe to this card.,1 VP per 4 microbes on this card.,,
Technology Demonstration,204,5,Event,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,1,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,0,,No,0,No,No,No,,,Draw 2 cards.,,
Tectonic Stress Power,145,18,Automated,Basic,-30,0,0,0,8,14,9,30,,2,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,3,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,No,No,No,,,Requires 2 science tags. Increase your energy production 3 steps.,,
Teractor,,,Corporation,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,,60,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: When playing an Earth card, you pay 3 MC less for it.",You start with 60 MC.,,
Terraforming Contract,252,8,Automated,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,Ref,,0,0,0,0,0,0,0,1,0,0,0,0,,4,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Requires that you have at least 25 TR. Increase your MC production 4 steps.,,
Terraforming Ganymede,197,33,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,Ref,2,,No,0,No,No,No,,,"Raise your TR 1 step for each Jovian tag you have, including this.",,
Tharsis Republic,,,Corporation,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,40,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,Eff,No,No,No,,"Effect: When any city tile is placed ON MARS, increase your MC production 1 step. When you place a city tile, gain 3 MC.","You start with 40 MC. As your first action in the game, place a city tile.",,
Thermophiles,253,9,Active,Venus,-30,0,0,6,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,1,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,Ref,0,0,,No,2,No,No,Microbes,,"Action: Add 1 microbe to ANY VENUS CARD, or spend 2 microbes here to raise Venus 1 step.",Requires Venus 6%.,,
ThorGate,,,Corporation,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,,48,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: When playing a power card OR THE STANDARD PROJECT POWER PLANT, you pay 3 MC less for it.",You start with 1 energy production and 48 MC.,,
Titan Air-Scrapping,C43,21,Active,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,,0,0,Ref,0,0,0,Ref,,0,0,0,0,Ref,2,,No,2,No,No,Floaters,,"Action: Spend 1 titanium to add 2 floaters to this card, or spend 2 floaters here to increase your TR 1 step.",,,
Titan Floating Launch-Pad,C44,18,Active,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,1,,No,2,No,No,Floaters,,"Action: Add 1 floater to ANY JOVIAN CARD, or spend 1 floater here to trade for free",Add 2 foaters to ANY JOVIAN CARD.,,
Titan Shuttles,C45,23,Active,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,,0,0,Ref,0,0,0,Ref,,0,0,0,0,0,1,,No,2,No,No,Floaters,,"Action: Add 2 floaters to ANY JOVIAN CARD, or spend any number of floaters here to gain the same number of titanium.",,,
Titanium Mine,144,7,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your titanium production 1 step.,,
Toll Station,99,12,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,Ref,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,Ref,No,No,,,Increase your MC production 1 step for each space tag your OPPONENTS have.,,
Towing a Comet,75,23,Event,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,2,0,0,No,,0,1,1,0,0,0,,Ref,0,No,No,No,,,Gain 2 plants. Raise oxygen level 1 step and place an ocean tile.,,
Trade Envoys,C46,6,Active,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: When you trade, you may first increase that Colony Tile track 1 step.",,,
Trading Colony,C47,18,Active,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,Eff,No,No,No,,"Effect: When you trade, you may first increase that Colony Tile track 1 step.",Place a colony.,,
Trans-Neptune Probe,84,6,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,No,No,No,,,,,
Trees,60,13,Automated,Basic,-4,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,3,0,0,,0,0,0,1,0,0,No,,0,0,0,0,0,1,,No,0,No,No,No,,,Requires -4°C or warmer. Increase your plant production 3 steps. Gain 1 plant.,,
Tropical Resort,98,13,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,-2,,0,0,0,0,0,0,No,,0,0,0,0,0,2,,No,0,No,No,No,,,Decrease your heat production 2 steps and increase your MC production 3 steps.,,
Tundra Farming,169,16,Automated,Basic,-6,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,1,0,0,0,0,0,0,0,,2,0,0,1,0,0,,0,0,0,1,0,0,No,,0,0,0,0,0,2,,No,0,No,No,No,,,Requires -6°C or warmer. Increase your plant production 1 step and your MC production 2 steps. Gain 1 plant.,,
Underground City,32,18,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,1,0,0,0,0,0,,0,2,0,0,-2,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,Place a city tile. Decrease your energy production 2 steps and increase your steel production 2 steps.,,
Underground Detonations,202,6,Active,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,Ref,,Ref,0,0,0,0,0,No,,0,0,0,0,0,0,,No,1,No,No,No,,Action: Spend 10 MC to increase your heat production 2 steps.,,,
United Nations Mars Initiative,,,Corporation,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,,40,0,0,0,0,0,No,,0,0,0,0,0,0,,No,1,No,No,No,,"Action: If your Terraform Rating was raised this generation, you may pay 3 MC to raise it 1 step more.",You start with 40 MC.,,
UNMI Contractor,P34,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,3,0,,No,0,No,No,No,,,Raise your terraform rating 3 steps. Draw 1 card.,,
Urban Decomposers,C48,6,Automated,Colonies,-30,0,0,0,8,14,9,30,,0,0,1,0,0,0,0,0,0,0,0,Ref,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,0,,No,0,No,No,No,,,"Requires that you have 1 city tile and 1 colony in play. Increase your plant production 1 step, and add 2 microbes to ANOTHER card.",,
Urbanized Area,120,10,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,1,0,0,0,0,0,,2,0,0,0,-1,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,Decrease your energy production 1 step and increase your MC production 2 steps. Place a city tile ADJACENT TO AT LEAST 2 OTHER CITY TILES.,,
Valley Trust,,,Corporation,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,,37,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: When you play a science tag, you pay 2 MC less for it.","You start with 37 MC. As your first action, draw 3 Prelude cards, and play one of them. Discard the other two.",,
